Gene_name	Species_name	Seq.Identity
LRCH1	Scyliorhinus_canicula	59.3
LRCH1	Sebastes_umbrosus	57.3
LRCH1	Semicossyphus_pulcher	56.7
LRCH1	Serinus_canaria	64.4
LRCH1	Seriola_aureovittata	57.3
LRCH1	Seriola_dumerili	56.4
LRCH1	Seriola_lalandi_dorsalis	57.1
LRCH1	Silurus_meridionalis	53.7
LRCH1	Simochromis_diagramma	56.2
LRCH1	Siniperca_chuatsi	56.3
LRCH1	Sinocyclocheilus_anshuiensis	52.8
LRCH1	Sinocyclocheilus_grahami	56.2
LRCH1	Solea_senegalensis	58.1
LRCH1	Solea_solea	57.3
LRCH1	Sorex_araneus	89.0
LRCH1	Sorex_fumeus	89.0
LRCH1	Sparus_aurata	55.5
LRCH1	Spea_bombifrons	66.7
LRCH1	Stegastes_partitus	54.5
LRCH1	Stegostoma_tigrinum	54.2
LRCH1	Strigops_habroptila	67.0
LRCH1	Struthio_camelus	67.6
LRCH1	Sturnira_hondurensis	81.9
LRCH1	Sturnus_vulgaris	63.8
LRCH1	Suncus_etruscus	86.7
LRCH1	Suricata_suricatta	79.4
LRCH1	Sus_scrofa	88.9
LRCH1	Symphalangus_syndactylus	98.9
LRCH1	Synchiropus_splendidus	55.1
LRCH1	Syngnathoides_biaculeatus	55.1
LRCH1	Syngnathus_acus	54.1
LRCH1	Syngnathus_scovelli	52.4
LRCH1	Syngnathus_typhle	49.8
LRCH1	Tachyglossus_aculeatus	73.2
LRCH1	Tachysurus_fulvidraco	54.5
LRCH1	Tachysurus_vachellii	53.5
LRCH1	Taeniopygia_guttata	72.6
LRCH1	Takifugu_flavidus	52.3
LRCH1	Takifugu_rubripes	52.5
LRCH1	Talpa_occidentalis	90.2
LRCH1	Tauraco_erythrolophus	27.5
LRCH1	Thalassophryne_amazonica	57.8
LRCH1	Theropithecus_gelada	97.8
LRCH1	Thunnus_albacares	57.1
LRCH1	Thunnus_maccoyii	56.1
LRCH1	Thunnus_thynnus	57.0
LRCH1	Tinamus_guttatus	59.9
LRCH1	Toxotes_jaculatrix	57.7
LRCH1	Trachemys_scripta_elegans	69.0
LRCH1	Trachypithecus_francoisi	96.6
LRCH1	Trematomus_bernacchii	55.4
LRCH1	Trichechus_manatus_latirostris	89.8
LRCH1	Trichomycterus_rosablanca	54.3
LRCH1	Trichosurus_vulpecula	75.1
LRCH1	Triplophysa_dalaica	56.2
LRCH1	Triplophysa_rosa	56.1
LRCH1	Tupaia_chinensis	85.3
LRCH1	Tursiops_truncatus	81.4
LRCH1	Tympanuchus_pallidicinctus	71.1
LRCH1	Tyto_alba	67.1
LRCH1	Ursus_americanus	92.3
LRCH1	Ursus_arctos	92.2
LRCH1	Ursus_maritimus	82.6
LRCH1	Vidua_chalybeata	63.6
LRCH1	Vidua_macroura	63.7
LRCH1	Vombatus_ursinus	83.4
LRCH1	Vulpes_lagopus	85.7
LRCH1	Vulpes_vulpes	90.0
LRCH1	Xenopus_tropicalis	63.4
LRCH1	Xiphias_gladius	57.8
LRCH1	Xiphophorus_couchianus	55.4
LRCH1	Xiphophorus_hellerii	56.9
LRCH1	Xiphophorus_maculatus	55.9
LRCH1	Xyrauchen_texanus	56.5
LRCH1	Zalophus_californianus	92.2
LRCH1	Zonotrichia_albicollis	68.0
LRCH1	Zonotrichia_leucophrys_gambelii	68.0
MAN2B2	Acanthochromis_polyacanthus	60.1
MAN2B2	Acanthopagrus_latus	61.4
MAN2B2	Accipiter_gentilis	62.7
MAN2B2	Acipenser_ruthenus	62.1
MAN2B2	Acomys_russatus	78.3
MAN2B2	Agelaius_phoeniceus	64.9
MAN2B2	Alexandromys_fortis	78.8
MAN2B2	Alligator_mississippiensis	61.6
MAN2B2	Alligator_sinensis	63.2
MAN2B2	Alosa_alosa	61.4
MAN2B2	Alosa_sapidissima	61.2
MAN2B2	Amblyraja_radiata	58.5
MAN2B2	Ambystoma_mexicanum	61.6
MAN2B2	Amia_calva	62.7
MAN2B2	Ammospiza_caudacuta	64.6
MAN2B2	Ammospiza_nelsoni	64.6
MAN2B2	Amphiprion_ocellaris	60.3
MAN2B2	Anabas_testudineus	61.2
MAN2B2	Anarrhichthys_ocellatus	62.4
MAN2B2	Anas_acuta	61.9
MAN2B2	Anas_platyrhynchos	63.5
MAN2B2	Anguilla_anguilla	64.2
MAN2B2	Anguilla_rostrata	64.6
MAN2B2	Anomalospiza_imberbis	63.9
MAN2B2	Anoplopoma_fimbria	61.0
MAN2B2	Anser_cygnoides	61.4
MAN2B2	Antechinus_flavipes	68.9
MAN2B2	Antennarius_striatus	62.4
MAN2B2	Aotus_nancymaae	93.3
MAN2B2	Apaloderma_vittatum	61.0
MAN2B2	Aphelocoma_coerulescens	63.6
MAN2B2	Apodemus_sylvaticus	79.4
MAN2B2	Aptenodytes_forsteri	61.3
MAN2B2	Apteryx_mantelli	63.7
MAN2B2	Apteryx_rowi	60.5
MAN2B2	Apus_apus	63.9
MAN2B2	Aquila_chrysaetos_chrysaetos	62.8
MAN2B2	Artibeus_jamaicensis	77.2
MAN2B2	Arvicanthis_niloticus	77.7
MAN2B2	Arvicola_amphibius	77.1
MAN2B2	Astatotilapia_calliptera	61.8
MAN2B2	Astyanax_mexicanus	60.3
MAN2B2	Aythya_fuligula	61.0
MAN2B2	Betta_splendens	63.0
MAN2B2	Bison_bison_bison	75.2
MAN2B2	Boleophthalmus_pectinirostris	57.5
MAN2B2	Bombina_bombina	57.4
MAN2B2	Brachionichthys_hirsutus	60.9
MAN2B2	Brachyistius_frenatus	60.6
MAN2B2	Brienomyrus_brachyistius	62.6
MAN2B2	Buceros_rhinoceros_silvestris	61.3
MAN2B2	Bufo_bufo	61.5
MAN2B2	Bufo_gargarizans	61.2
MAN2B2	Calidris_pugnax	63.9
MAN2B2	Callithrix_jacchus	92.7
MAN2B2	Callorhinchus_milii	61.6
MAN2B2	Callorhinus_ursinus	56.3
MAN2B2	Caloenas_nicobarica	63.3
MAN2B2	Calypte_anna	64.9
MAN2B2	Camarhynchus_parvulus	64.2
MAN2B2	Camelus_ferus	78.6
MAN2B2	Canis_lupus_dingo	74.4
MAN2B2	Canis_lupus_familiaris	71.9
MAN2B2	Carassius_auratus	59.6
MAN2B2	Carassius_carassius	60.1
MAN2B2	Carassius_gibelio	59.5
MAN2B2	Carcharodon_carcharias	61.1
MAN2B2	Caretta_caretta	62.6
MAN2B2	Cariama_cristata	61.0
MAN2B2	Carlito_syrichta	81.4
MAN2B2	Castor_canadensis	83.3
MAN2B2	Catharus_ustulatus	64.2
MAN2B2	Cavia_porcellus	80.2
MAN2B2	Cebus_imitator	93.2
MAN2B2	Centropristis_striata	62.9
MAN2B2	Ceratotherium_simum_simum	80.9
MAN2B2	Cercocebus_atys	96.0
MAN2B2	Chaetura_pelagica	59.8
MAN2B2	Chamaea_fasciata	63.3
MAN2B2	Channa_argus	59.0
MAN2B2	Chanodichthys_erythropterus	59.1
MAN2B2	Chanos_chanos	61.4
MAN2B2	Charadrius_vociferus	60.6
MAN2B2	Cheilinus_undulatus	60.1
MAN2B2	Chelmon_rostratus	61.8
MAN2B2	Chelonia_mydas	62.2
MAN2B2	Chelonoidis_abingdonii	53.4
MAN2B2	Chiloscyllium_plagiosum	61.3
MAN2B2	Chinchilla_lanigera	80.6
MAN2B2	Chionomys_nivalis	78.5
MAN2B2	Chlorocebus_sabaeus	96.1
MAN2B2	Choloepus_didactylus	80.4
MAN2B2	Chroicocephalus_ridibundus	61.1
MAN2B2	Chrysemys_picta_bellii	61.6
MAN2B2	Cinclus_cinclus	63.4
MAN2B2	Clarias_gariepinus	59.1
MAN2B2	Clinocottus_analis	62.2
MAN2B2	Clupea_harengus	62.5
MAN2B2	Colius_striatus	63.3
MAN2B2	Colobus_angolensis_palliatus	95.9
MAN2B2	Cololabis_saira	61.9
MAN2B2	Colossoma_macropomum	61.2
MAN2B2	Columba_livia	61.2
MAN2B2	Conger_conger	64.5
MAN2B2	Corapipo_altera	63.7
MAN2B2	Corvus_brachyrhynchos	60.7
MAN2B2	Corvus_cornix_cornix	63.4
MAN2B2	Corvus_hawaiiensis	63.7
MAN2B2	Corvus_kubaryi	63.7
MAN2B2	Corvus_moneduloides	63.9
MAN2B2	Cottoperca_gobio	61.8
MAN2B2	Coturnix_japonica	60.5
MAN2B2	Cricetulus_griseus	78.4
MAN2B2	Crocodylus_porosus	63.1
MAN2B2	Ctenopharyngodon_idella	58.0
MAN2B2	Cuculus_canorus	60.3
MAN2B2	Cyanistes_caeruleus	63.9
MAN2B2	Cyclopterus_lumpus	61.5
MAN2B2	Cygnus_atratus	63.4
MAN2B2	Cygnus_olor	62.2
MAN2B2	Cynocephalus_volans	86.7
MAN2B2	Cyprinodon_tularosa	61.9
MAN2B2	Cyprinodon_variegatus	61.3
MAN2B2	Cyprinus_carpio	60.1
MAN2B2	Cyrtonyx_montezumae	61.7
MAN2B2	Danio_aesculapii	59.2
MAN2B2	Danio_rerio	59.6
MAN2B2	Dasypus_novemcinctus	83.0
MAN2B2	Dendropsophus_ebraccatus	59.9
MAN2B2	Denticeps_clupeoides	63.8
MAN2B2	Dermochelys_coriacea	62.1
MAN2B2	Desmodus_rotundus	76.8
MAN2B2	Dicentrarchus_labrax	61.3
MAN2B2	Diceros_bicornis_minor	81.1
MAN2B2	Dipodomys_ordii	76.3
MAN2B2	Dipodomys_spectabilis	80.8
MAN2B2	Doryrhamphus_excisus	61.4
MAN2B2	Dromaius_novaehollandiae	63.5
MAN2B2	Dryobates_pubescens	64.6
MAN2B2	Dunckerocampus_dactyliophorus	61.7
MAN2B2	Echeneis_naucrates	60.5
MAN2B2	Egretta_garzetta	60.9
MAN2B2	Electrophorus_electricus	60.0
MAN2B2	Eleginops_maclovinus	62.2
MAN2B2	Elephantulus_edwardii	77.2
MAN2B2	Elephas_maximus_indicus	81.3
MAN2B2	Eleutherodactylus_coqui	60.4
MAN2B2	Embiotoca_jacksoni	60.3
MAN2B2	Empidonax_traillii	64.3
MAN2B2	Emydura_macquarii_macquarii	58.9
MAN2B2	Emys_orbicularis	62.8
MAN2B2	Engraulis_encrasicolus	62.2
MAN2B2	Entelurus_aequoreus	61.1
MAN2B2	Epinephelus_fuscoguttatus	61.3
MAN2B2	Epinephelus_lanceolatus	61.5
MAN2B2	Epinephelus_moara	61.8
MAN2B2	Eptesicus_fuscus	74.7
MAN2B2	Equus_asinus	77.4
MAN2B2	Equus_caballus	77.5
MAN2B2	Equus_przewalskii	77.4
MAN2B2	Equus_quagga	77.3
MAN2B2	Erinaceus_europaeus	11.1
MAN2B2	Erpetoichthys_calabaricus	57.1
MAN2B2	Esox_lucius	61.0
MAN2B2	Etheostoma_cragini	61.5
MAN2B2	Etheostoma_spectabile	61.6
MAN2B2	Eulemur_rufifrons	87.9
MAN2B2	Eumetopias_jubatus	32.3
MAN2B2	Eurypyga_helias	45.1
MAN2B2	Falco_biarmicus	63.2
MAN2B2	Falco_cherrug	63.2
MAN2B2	Falco_naumanni	63.3
MAN2B2	Falco_peregrinus	63.1
MAN2B2	Falco_rusticolus	63.1
MAN2B2	Ficedula_albicollis	62.3
MAN2B2	Fukomys_damarensis	68.6
MAN2B2	Fulmarus_glacialis	60.6
MAN2B2	Fundulus_heteroclitus	63.0
MAN2B2	Gadus_chalcogrammus	62.0
MAN2B2	Gadus_macrocephalus	61.5
MAN2B2	Gadus_morhua	61.3
MAN2B2	Galeopterus_variegatus	87.0
MAN2B2	Gallus_gallus	61.8
MAN2B2	Gambusia_affinis	62.7
MAN2B2	Gasterosteus_aculeatus	61.3
MAN2B2	Gavia_stellata	63.7
MAN2B2	Geotrypetes_seraphini	62.3
MAN2B2	Girardinichthys_multiradiatus	61.2
MAN2B2	Gopherus_evgoodei	52.7
MAN2B2	Gopherus_flavomarginatus	61.5
MAN2B2	Gorilla_gorilla_gorilla	99.1
MAN2B2	Gouania_willdenowi	59.9
MAN2B2	Gracilinanus_agilis	64.5
MAN2B2	Grammomys_surdaster	78.7
MAN2B2	Grus_americana	63.7
MAN2B2	Gymnodraco_acuticeps	62.5
MAN2B2	Gymnogyps_californianus	61.4
MAN2B2	Haemorhous_mexicanus	64.3
MAN2B2	Haliaeetus_albicilla	63.1
MAN2B2	Haliaeetus_leucocephalus	62.7
MAN2B2	Halichoerus_grypus	77.2
MAN2B2	Haplochromis_burtoni	61.5
MAN2B2	Harpia_harpyja	62.5
MAN2B2	Hemibagrus_wyckioides	59.6
MAN2B2	Hemiscyllium_ocellatum	60.1
MAN2B2	Heptranchias_perlo	59.5
MAN2B2	Heterocephalus_glaber	79.5
MAN2B2	Heterodontus_francisci	59.5
MAN2B2	Hippocampus_comes	59.3
MAN2B2	Hippocampus_zosterae	60.6
MAN2B2	Hippoglossus_hippoglossus	62.1
MAN2B2	Hippoglossus_stenolepis	62.4
MAN2B2	Hippopotamus_amphibius_kiboko	75.3
MAN2B2	Hirundo_rustica	63.4
MAN2B2	Homo_sapiens	100.0
MAN2B2	Hoplias_malabaricus	58.6
MAN2B2	Hyla_sarda	60.2
MAN2B2	Hylobates_moloch	97.2
MAN2B2	Hypanus_sabinus	58.1
MAN2B2	Hyperolius_riggenbachi	61.5
MAN2B2	Ictalurus_furcatus	58.5
MAN2B2	Ictalurus_punctatus	58.3
MAN2B2	Ictidomys_tridecemlineatus	77.4
MAN2B2	Indicator_indicator	63.7
MAN2B2	Kryptolebias_marmoratus	62.5
MAN2B2	Labeo_rohita	60.5
MAN2B2	Labrus_bergylta	59.8
MAN2B2	Labrus_mixtus	60.5
MAN2B2	Lampris_incognitus	61.9
MAN2B2	Larimichthys_crocea	61.0
MAN2B2	Lates_calcarifer	61.6
MAN2B2	Lathamus_discolor	61.6
MAN2B2	Latimeria_chalumnae	59.9
MAN2B2	Lemur_catta	87.8
MAN2B2	Lepidothrix_coronata	64.3
MAN2B2	Lepisosteus_oculatus	61.9
MAN2B2	Leptonychotes_weddellii	51.6
MAN2B2	Lepus_europaeus	81.0
MAN2B2	Lethenteron_reissneri	60.0
MAN2B2	Leucoraja_erinaceus	52.6
MAN2B2	Limanda_limanda	61.9
MAN2B2	Lonchura_striata	65.0
MAN2B2	Lontra_canadensis	75.1
MAN2B2	Loxodonta_africana	72.0
MAN2B2	Macaca_fascicularis	92.9
MAN2B2	Macaca_mulatta	96.0
MAN2B2	Macaca_nemestrina	88.4
MAN2B2	Macaca_thibetana_thibetana	96.0
MAN2B2	Malaclemys_terrapin_pileata	61.6
MAN2B2	Manacus_candei	64.2
MAN2B2	Manacus_vitellinus	63.8
MAN2B2	Mandrillus_leucophaeus	96.2
MAN2B2	Marmota_flaviventris	80.2
MAN2B2	Marmota_monax	80.6
MAN2B2	Mastacembelus_armatus	59.8
MAN2B2	Mastomys_coucha	79.7
MAN2B2	Mauremys_mutica	62.7
MAN2B2	Mauremys_reevesii	62.1
MAN2B2	Maylandia_zebra	61.9
MAN2B2	Megalobrama_amblycephala	58.6
MAN2B2	Megalops_cyprinoides	65.7
MAN2B2	Melanerpes_formicivorus	64.5
MAN2B2	Melanotaenia_boesemani	60.7
MAN2B2	Melopsittacus_undulatus	63.4
MAN2B2	Melospiza_georgiana	64.4
MAN2B2	Melospiza_melodia_melodia	64.7
MAN2B2	Melozone_crissalis	64.9
MAN2B2	Meriones_unguiculatus	78.1
MAN2B2	Merops_nubicus	61.0
MAN2B2	Mesitornis_unicolor	60.4
MAN2B2	Mesocricetus_auratus	79.1
MAN2B2	Microcaecilia_unicolor	62.1
MAN2B2	Microcebus_murinus	82.1
MAN2B2	Micropterus_dolomieu	61.4
MAN2B2	Micropterus_salmoides	61.1
MAN2B2	Microtus_ochrogaster	78.8
MAN2B2	Microtus_oregoni	78.2
MAN2B2	Miniopterus_natalensis	72.7
MAN2B2	Mirounga_angustirostris	75.5
MAN2B2	Misgurnus_anguillicaudatus	58.7
MAN2B2	Mobula_hypostoma	59.6
MAN2B2	Molossus_molossus	72.5
MAN2B2	Molothrus_aeneus	65.0
MAN2B2	Molothrus_ater	64.6
MAN2B2	Monodelphis_domestica	68.6
MAN2B2	Monopterus_albus	60.0
MAN2B2	Morone_saxatilis	62.5
MAN2B2	Moschus_berezovskii	72.8
MAN2B2	Motacilla_alba_alba	63.5
MAN2B2	Mugil_cephalus	61.8
MAN2B2	Mus_caroli	78.6
MAN2B2	Mus_musculus	79.0
MAN2B2	Mus_pahari	78.9
MAN2B2	Myiozetetes_cayanensis	64.5
MAN2B2	Myodes_glareolus	78.0
MAN2B2	Myotis_brandtii	70.5
MAN2B2	Myotis_daubentonii	74.2
MAN2B2	Myotis_myotis	72.5
MAN2B2	Myotis_yumanensis	73.2
MAN2B2	Myripristis_murdjan	62.9
MAN2B2	Myxocyprinus_asiaticus	59.6
MAN2B2	Nannospalax_galili	81.3
MAN2B2	Nanorana_parkeri	60.2
MAN2B2	Narcine_bancroftii	58.7
MAN2B2	Nematolebias_whitei	61.9
MAN2B2	Neoarius_graeffei	59.6
MAN2B2	Neolamprologus_brichardi	60.8
MAN2B2	Neopelma_chrysocephalum	63.4
MAN2B2	Neopsephotus_bourkii	63.0
MAN2B2	Nerophis_ophidion	60.6
MAN2B2	Nipponia_nippon	61.1
MAN2B2	Nomascus_leucogenys	97.0
MAN2B2	Nothobranchius_furzeri	60.7
MAN2B2	Nothoprocta_perdicaria	63.3
MAN2B2	Notolabrus_celidotus	60.3
MAN2B2	Notothenia_coriiceps	62.7
MAN2B2	Numida_meleagris	62.6
MAN2B2	Nyctibius_grandis	63.6
MAN2B2	Nycticebus_coucang	83.9
MAN2B2	Ochotona_curzoniae	79.6
MAN2B2	Ochotona_princeps	79.4
MAN2B2	Octodon_degus	79.9
MAN2B2	Odobenus_rosmarus_divergens	50.5
MAN2B2	Oenanthe_melanoleuca	64.1
MAN2B2	Oncorhynchus_gorbuscha	63.3
MAN2B2	Oncorhynchus_keta	56.7
MAN2B2	Oncorhynchus_kisutch	62.9
MAN2B2	Oncorhynchus_masou_masou	61.9
MAN2B2	Oncorhynchus_mykiss	63.1
MAN2B2	Oncorhynchus_tshawytscha	62.9
MAN2B2	Onychomys_torridus	80.0
MAN2B2	Onychostoma_macrolepis	59.8
MAN2B2	Onychostruthus_taczanowskii	63.9
MAN2B2	Opisthocomus_hoazin	59.9
MAN2B2	Oreochromis_aureus	57.8
MAN2B2	Oreochromis_niloticus	61.9
MAN2B2	Ornithorhynchus_anatinus	67.8
MAN2B2	Orycteropus_afer_afer	75.8
MAN2B2	Oryctolagus_cuniculus	80.4
MAN2B2	Oryzias_latipes	63.0
MAN2B2	Oryzias_melastigma	62.1
MAN2B2	Otolemur_garnettii	83.8
MAN2B2	Oxyura_jamaicensis	61.8
MAN2B2	Pangasianodon_hypophthalmus	60.5
MAN2B2	Pan_paniscus	93.7
MAN2B2	Pan_troglodytes	96.1
MAN2B2	Papio_anubis	95.6
MAN2B2	Paralichthys_olivaceus	62.1
MAN2B2	Paramormyrops_kingsleyae	61.7
MAN2B2	Parus_major	63.7
MAN2B2	Passer_domesticus	64.8
MAN2B2	Passer_montanus	64.3
MAN2B2	Patagioenas_fasciata	60.2
MAN2B2	Pelecanus_crispus	61.3
MAN2B2	Pelmatolapia_mariae	61.7
MAN2B2	Pelobates_fuscus	60.1
MAN2B2	Perca_flavescens	62.3
MAN2B2	Periophthalmus_magnuspinnatus	57.6
MAN2B2	Perognathus_longimembris_pacificus	80.0
MAN2B2	Peromyscus_californicus_insignis	79.8
MAN2B2	Peromyscus_eremicus	79.6
MAN2B2	Peromyscus_leucopus	80.2
MAN2B2	Peromyscus_maniculatus_bairdii	79.8
MAN2B2	Petaurus_breviceps_papuanus	69.3
MAN2B2	Petromyzon_marinus	60.6
MAN2B2	Pezoporus_flaviventris	63.3
MAN2B2	Pezoporus_occidentalis	63.3
MAN2B2	Pezoporus_wallicus	63.4
MAN2B2	Phacochoerus_africanus	76.1
MAN2B2	Phaenicophaeus_curvirostris	63.8
MAN2B2	Phaethon_lepturus	60.6
MAN2B2	Phalacrocorax_carbo	62.1
MAN2B2	Phascolarctos_cinereus	69.6
MAN2B2	Phasianus_colchicus	61.2
MAN2B2	Phodopus_roborovskii	78.3
MAN2B2	Phycodurus_eques	60.6
MAN2B2	Phyllopteryx_taeniolatus	61.0
MAN2B2	Phyllostomus_discolor	76.1
MAN2B2	Phyllostomus_hastatus	77.0
MAN2B2	Physeter_macrocephalus	40.4
MAN2B2	Piliocolobus_tephrosceles	87.9
MAN2B2	Pimephales_promelas	59.3
MAN2B2	Pipistrellus_kuhlii	71.1
MAN2B2	Pipra_filicauda	63.9
MAN2B2	Platichthys_flesus	62.3
MAN2B2	Pleurodeles_waltl	60.5
MAN2B2	Pleuronectes_platessa	60.8
MAN2B2	Poecile_atricapillus	63.7
MAN2B2	Poecilia_formosa	62.6
MAN2B2	Poecilia_latipinna	62.6
MAN2B2	Poecilia_mexicana	62.5
MAN2B2	Poecilia_reticulata	62.5
MAN2B2	Poeciliopsis_prolifica	62.6
MAN2B2	Pogoniulus_pusillus	64.5
MAN2B2	Polyodon_spathula	62.7
MAN2B2	Polypterus_senegalus	57.3
MAN2B2	Pongo_abelii	89.2
MAN2B2	Pongo_pygmaeus	87.0
MAN2B2	Prinia_subflava	64.6
MAN2B2	Pristis_pectinata	59.3
MAN2B2	Propithecus_coquereli	87.1
MAN2B2	Protopterus_annectens	58.6
MAN2B2	Psammomys_obesus	78.5
MAN2B2	Pseudochaenichthys_georgianus	62.5
MAN2B2	Pseudoliparis_swirei	62.7
MAN2B2	Pseudophryne_corroboree	62.5
MAN2B2	Pseudopipra_pipra	64.3
MAN2B2	Pseudopodoces_humilis	63.7
MAN2B2	Pseudorasbora_parva	59.6
MAN2B2	Pterocles_gutturalis	61.2
MAN2B2	Pteronotus_mesoamericanus	75.0
MAN2B2	Pundamilia_nyererei	61.7
MAN2B2	Pungitius_pungitius	61.7
MAN2B2	Puntigrus_tetrazona	60.6
MAN2B2	Pygocentrus_nattereri	61.9
MAN2B2	Pygoscelis_adeliae	61.1
MAN2B2	Pyrgilauda_ruficollis	64.4
MAN2B2	Ranitomeya_imitator	60.9
MAN2B2	Rattus_norvegicus	79.9
MAN2B2	Rattus_rattus	78.7
MAN2B2	Rhea_pennata	63.2
MAN2B2	Rhinatrema_bivittatum	63.6
MAN2B2	Rhincodon_typus	59.1
MAN2B2	Rhinichthys_klamathensis_goyatoka	59.4
MAN2B2	Rhinopithecus_bieti	95.9
MAN2B2	Rhinopithecus_roxellana	95.7
MAN2B2	Rissa_tridactyla	60.8
MAN2B2	Saimiri_boliviensis	93.1
MAN2B2	Salarias_fasciatus	64.3
MAN2B2	Salmo_salar	62.2
MAN2B2	Salmo_trutta	62.4
MAN2B2	Salvelinus_fontinalis	59.1
MAN2B2	Salvelinus_namaycush	62.8
MAN2B2	Sander_lucioperca	62.1
MAN2B2	Sapajus_apella	93.0
MAN2B2	Sarcophilus_harrisii	69.3
MAN2B2	Sardina_pilchardus	61.6
MAN2B2	Scatophagus_argus	61.2
MAN2B2	Sciurus_carolinensis	81.0
MAN2B2	Scleropages_formosus	65.1
MAN2B2	Scomber_japonicus	62.6
MAN2B2	Scomber_scombrus	62.0
MAN2B2	Scophthalmus_maximus	62.2
MAN2B2	Scyliorhinus_canicula	60.8
MAN2B2	Sebastes_umbrosus	61.6
MAN2B2	Semicossyphus_pulcher	61.2
MAN2B2	Serinus_canaria	64.6
MAN2B2	Seriola_aureovittata	60.6
MAN2B2	Seriola_dumerili	61.6
MAN2B2	Seriola_lalandi_dorsalis	61.3
MAN2B2	Silurus_meridionalis	58.1
MAN2B2	Simochromis_diagramma	61.7
MAN2B2	Siniperca_chuatsi	61.7
MAN2B2	Sinocyclocheilus_anshuiensis	52.4
MAN2B2	Sinocyclocheilus_grahami	52.5
MAN2B2	Sinocyclocheilus_rhinocerous	59.2
MAN2B2	Solea_solea	60.7
MAN2B2	Sorex_araneus	67.3
MAN2B2	Sorex_fumeus	67.4
MAN2B2	Sparus_aurata	61.7
MAN2B2	Spea_bombifrons	61.1
MAN2B2	Stegastes_partitus	60.7
MAN2B2	Stegostoma_tigrinum	60.1
MAN2B2	Strigops_habroptila	62.9
MAN2B2	Struthio_camelus	63.2
MAN2B2	Sturnira_hondurensis	76.3
MAN2B2	Sturnus_vulgaris	62.0
MAN2B2	Sus_scrofa	75.7
MAN2B2	Sylvia_atricapilla	63.8
MAN2B2	Symphalangus_syndactylus	94.7
MAN2B2	Synchiropus_splendidus	61.6
MAN2B2	Tachyglossus_aculeatus	67.9
MAN2B2	Tachysurus_fulvidraco	59.5
MAN2B2	Tachysurus_vachellii	59.4
MAN2B2	Taeniopygia_guttata	63.7
MAN2B2	Takifugu_flavidus	61.2
MAN2B2	Takifugu_rubripes	61.2
MAN2B2	Talpa_occidentalis	38.0
MAN2B2	Tauraco_erythrolophus	61.0
MAN2B2	Terrapene_triunguis	61.3
MAN2B2	Thalassophryne_amazonica	62.9
MAN2B2	Theropithecus_gelada	96.1
MAN2B2	Thunnus_albacares	62.1
MAN2B2	Thunnus_maccoyii	61.8
MAN2B2	Thunnus_thynnus	62.1
MAN2B2	Toxotes_jaculatrix	61.3
MAN2B2	Trachemys_scripta_elegans	61.6
MAN2B2	Trachypithecus_francoisi	95.9
MAN2B2	Trematomus_bernacchii	63.0
MAN2B2	Trichechus_manatus_latirostris	78.7
MAN2B2	Trichomycterus_rosablanca	59.1
MAN2B2	Trichosurus_vulpecula	68.8
MAN2B2	Tupaia_chinensis	84.0
MAN2B2	Tyto_alba	64.1
MAN2B2	Ursus_maritimus	75.3
MAN2B2	Vicugna_pacos	78.7
MAN2B2	Vidua_chalybeata	63.4
MAN2B2	Vidua_macroura	63.7
MAN2B2	Vombatus_ursinus	68.8
MAN2B2	Xenopus_tropicalis	61.0
MAN2B2	Xiphias_gladius	60.1
MAN2B2	Xiphophorus_couchianus	62.0
MAN2B2	Xiphophorus_hellerii	62.0
MAN2B2	Xiphophorus_maculatus	62.1
MAN2B2	Xyrauchen_texanus	59.6
MAN2B2	Zalophus_californianus	74.5
MAN2B2	Zonotrichia_albicollis	65.3
MAN2B2	Zonotrichia_leucophrys_gambelii	65.3
MATK	Acanthochromis_polyacanthus	61.2
MATK	Acanthopagrus_latus	61.2
MATK	Accipiter_gentilis	66.6
MATK	Acinonyx_jubatus	85.2
MATK	Acomys_russatus	76.1
MATK	Agelaius_phoeniceus	66.8
MATK	Ailuropoda_melanoleuca	85.0
MATK	Alexandromys_fortis	63.3
MATK	Alligator_mississippiensis	64.2
MATK	Alligator_sinensis	63.6
MATK	Alosa_alosa	56.6
MATK	Alosa_sapidissima	56.2
MATK	Amblyraja_radiata	60.2
MATK	Ambystoma_mexicanum	61.9
MATK	Amia_calva	63.6
MATK	Ammospiza_caudacuta	68.4
MATK	Ammospiza_nelsoni	68.5
MATK	Amphiprion_ocellaris	48.2
MATK	Anabas_testudineus	62.8
MATK	Anarrhichthys_ocellatus	63.5
MATK	Anas_acuta	66.8
MATK	Anas_platyrhynchos	66.8
MATK	Anguilla_anguilla	62.7
MATK	Anguilla_rostrata	62.6
MATK	Anomalospiza_imberbis	68.6
MATK	Anoplopoma_fimbria	61.4
MATK	Anser_cygnoides	67.9
MATK	Antechinus_flavipes	71.9
MATK	Antrostomus_carolinensis	66.3
MATK	Aotus_nancymaae	94.8
MATK	Aphelocoma_coerulescens	67.4
MATK	Apodemus_sylvaticus	79.8
MATK	Aptenodytes_forsteri	70.8
MATK	Apteryx_mantelli	66.6
MATK	Apus_apus	67.2
MATK	Aquila_chrysaetos_chrysaetos	67.1
MATK	Archocentrus_centrarchus	60.0
MATK	Artibeus_jamaicensis	79.8
MATK	Arvicanthis_niloticus	79.2
MATK	Arvicola_amphibius	83.0
